Home offset is 0
theta0 (Initial angle from Home) is (deg) 35.494
angle from Home(deg)	angle from theta0(deg)	photocurrent
77.2	112.694	0.00010505
77.3	112.794	0.000105256666666667
77.4	112.894	0.000105233333333333
77.5	112.994	0.000105043333333333
77.6	113.094	0.000104863333333333
77.7	113.194	0.000105013333333333
77.8	113.294	0.00010479
77.9	113.394	0.000104636666666667
78.0	113.494	0.000104433333333333
78.1	113.594	0.00010442
78.2	113.694	0.00010437
78.3	113.794	0.00010424
78.4	113.894	0.000104056666666667
78.5	113.994	0.000103986666666667
78.6	114.094	0.00010403
78.7	114.194	0.000103673333333333
78.8	114.294	0.000103573333333333
78.9	114.394	0.000103553333333333
79.0	114.494	0.000103476666666667
79.1	114.594	0.000103176666666667
79.2	114.694	0.000102923333333333
79.3	114.794	0.00010284
79.4	114.894	0.00010287
79.5	114.994	0.000102706666666667
79.6	115.094	0.000102533333333333
79.7	115.194	0.000102236666666667
79.8	115.294	0.00010197
79.9	115.394	0.000101813333333333
80.0	115.494	0.000101726666666667
80.1	115.594	0.000101483333333333
80.2	115.694	0.000101306666666667
80.3	115.794	0.000101036666666667
80.4	115.894	0.000100826666666667
80.5	115.994	0.000100703333333333
80.6	116.094	0.00010065
80.7	116.194	0.000100256666666667
80.8	116.294	0.000100116666666667
80.9	116.394	9.9797E-05
81.0	116.494	9.96413333333333E-05
81.1	116.594	9.94756666666667E-05
81.2	116.694	9.9252E-05
81.3	116.794	9.89906666666667E-05
81.4	116.894	9.89536666666667E-05
81.5	116.994	9.89366666666667E-05
81.6	117.094	9.8544E-05
81.7	117.194	9.8395E-05
81.8	117.294	9.8344E-05
81.9	117.394	9.8185E-05
82.0	117.494	9.82726666666667E-05
82.1	117.594	9.80763333333333E-05
82.2	117.694	9.8012E-05
82.3	117.794	9.79E-05
82.4	117.894	9.75446666666667E-05
82.5	117.994	9.74053333333333E-05
82.6	118.094	9.71683333333333E-05
82.7	118.194	9.6955E-05
82.8	118.294	9.67346666666667E-05
82.9	118.394	9.6359E-05
83.0	118.494	9.63353333333333E-05
83.1	118.594	9.61623333333333E-05
83.2	118.694	9.5895E-05
83.3	118.794	9.56406666666667E-05
83.4	118.894	9.56066666666667E-05
83.5	118.994	9.55186666666667E-05
83.6	119.094	9.538E-05
83.7	119.194	9.5214E-05
83.8	119.294	9.50953333333333E-05
83.9	119.394	9.50173333333333E-05
84.0	119.494	9.48206666666667E-05
84.1	119.594	9.4797E-05
84.2	119.694	9.45806666666667E-05
84.3	119.794	9.4421E-05
84.4	119.894	9.4208E-05
84.5	119.994	9.4106E-05
84.6	120.094	9.39806666666667E-05
84.7	120.194	9.38686666666667E-05
84.8	120.294	9.37133333333333E-05
84.9	120.394	9.35026666666667E-05
85.0	120.494	9.3364E-05
85.1	120.594	9.31336666666667E-05
85.2	120.694	9.29373333333333E-05
85.3	120.794	9.2785E-05
85.4	120.894	9.25243333333333E-05
85.5	120.994	9.24156666666667E-05
85.6	121.094	9.22023333333333E-05
85.7	121.194	9.20363333333333E-05
85.8	121.294	9.17856666666667E-05
85.9	121.394	9.15383333333333E-05
86.0	121.494	9.13486666666667E-05
86.1	121.594	9.11146666666667E-05
86.2	121.694	9.09316666666667E-05
86.3	121.794	9.07523333333333E-05
86.4	121.894	9.05593333333333E-05
86.5	121.994	9.0295E-05
86.6	122.094	9.0041E-05
86.7	122.194	8.98036666666667E-05
86.8	122.294	8.9553E-05
86.9	122.394	8.93566666666667E-05
87.0	122.494	8.9035E-05
87.1	122.594	8.87843333333333E-05
87.2	122.694	8.85913333333333E-05
87.3	122.794	8.82556666666667E-05
87.4	122.894	8.808E-05
87.5	122.994	8.78016666666667E-05
87.6	123.094	8.75106666666667E-05
87.7	123.194	8.72293333333333E-05
87.8	123.294	8.70023333333333E-05
87.9	123.394	8.6772E-05
88.0	123.494	8.6494E-05
88.1	123.594	8.62233333333333E-05
88.2	123.694	8.59556666666667E-05
88.3	123.794	8.57353333333333E-05
88.4	123.894	8.55256666666667E-05
88.5	123.994	8.52883333333333E-05
88.6	124.094	8.50243333333333E-05
88.7	124.194	8.4777E-05
88.8	124.294	8.457E-05
88.9	124.394	8.42756666666667E-05
89.0	124.494	8.4011E-05
89.1	124.594	8.38313333333333E-05
89.2	124.694	8.35603333333333E-05
89.3	124.794	8.33946666666667E-05
89.4	124.894	8.31273333333333E-05
89.5	124.994	8.28626666666667E-05
89.6	125.094	8.26696666666667E-05
89.7	125.194	8.23613333333333E-05
89.8	125.294	8.22023333333333E-05
89.9	125.394	8.19886666666667E-05
90.0	125.494	8.17246666666667E-05
90.1	125.594	8.14433333333333E-05
0	35.494	5.44853333333333E-08
0.1	35.594	5.43833333333333E-08
0.2	35.694	5.46746666666667E-08
0.3	35.794	5.47423333333333E-08
0.4	35.894	5.4922E-08
0.5	35.994	5.50876666666667E-08
0.6	36.094	5.5376E-08
0.7	36.194	5.54946666666667E-08
0.8	36.294	5.563E-08
0.9	36.394	5.5952E-08
1.0	36.494	5.62706666666667E-08
1.1	36.594	5.64126666666667E-08
1.2	36.694	5.63956666666667E-08
1.3	36.794	5.67006666666667E-08
1.4	36.894	5.69273333333333E-08
1.5	36.994	5.6982E-08
1.6	37.094	5.70396666666667E-08
1.7	37.194	5.72326666666667E-08
1.8	37.294	5.73546666666667E-08
1.9	37.394	5.7612E-08
2.0	37.494	5.77373333333333E-08
2.1	37.594	5.80013333333333E-08
2.2	37.694	5.82013333333333E-08
2.3	37.794	5.82993333333333E-08
2.4	37.894	5.85296666666667E-08
2.5	37.994	5.88653333333333E-08
2.6	38.094	5.90483333333333E-08
2.7	38.194	5.92716666666667E-08
2.8	38.294	5.93533333333333E-08
2.9	38.394	5.93293333333333E-08
3.0	38.494	5.96413333333333E-08
3.1	38.594	5.9773E-08
3.2	38.694	5.9939E-08
3.3	38.794	6.02063333333333E-08
3.4	38.894	6.0342E-08
3.5	38.994	6.04103333333333E-08
3.6	39.094	6.06233333333333E-08
3.7	39.194	6.1216E-08
3.8	39.294	6.1335E-08
3.9	39.394	6.13346666666667E-08
4.0	39.494	6.1562E-08
4.1	39.594	6.17953333333333E-08
4.2	39.694	6.18936666666667E-08
4.3	39.794	6.21713333333333E-08
4.4	39.894	6.2277E-08
4.5	39.994	6.24323333333333E-08
4.6	40.094	6.2714E-08
4.7	40.194	6.3005E-08
4.8	40.294	6.3049E-08
4.9	40.394	6.33876666666667E-08
5.0	40.494	6.33606666666667E-08
5.1	40.594	6.3486E-08
5.2	40.694	6.37736666666667E-08
5.3	40.794	6.39263333333333E-08
5.4	40.894	6.40956666666667E-08
5.5	40.994	6.42786666666667E-08
5.6	41.094	6.45663333333333E-08
5.7	41.194	6.46376666666667E-08
5.8	41.294	6.51016666666667E-08
5.9	41.394	6.50953333333333E-08
6.0	41.494	6.54913333333333E-08
6.1	41.594	6.54473333333333E-08
6.2	41.694	6.55896666666667E-08
6.3	41.794	6.5847E-08
6.4	41.894	6.6091E-08
6.5	41.994	6.60736666666667E-08
6.6	42.094	6.62943333333333E-08
6.7	42.194	6.646E-08
6.8	42.294	6.65926666666667E-08
6.9	42.394	6.66466666666667E-08
7.0	42.494	6.68023333333333E-08
7.1	42.594	6.7043E-08
7.2	42.694	6.7419E-08
7.3	42.794	6.75543333333333E-08
7.4	42.894	6.76083333333333E-08
7.5	42.994	6.7771E-08
7.6	43.094	6.77606666666667E-08
7.7	43.194	6.78626666666667E-08
7.8	43.294	6.81066666666667E-08
7.9	43.394	6.84483333333333E-08
8.0	43.494	6.83743333333333E-08
8.1	43.594	6.84823333333333E-08
8.2	43.694	6.8689E-08
8.3	43.794	6.89703333333333E-08
8.4	43.894	6.90756666666667E-08
8.5	43.994	6.9153E-08
8.6	44.094	6.94173333333333E-08
8.7	44.194	6.94613333333333E-08
8.8	44.294	6.97193333333333E-08
8.9	44.394	6.99766666666667E-08
9.0	44.494	7.01963333333333E-08
9.1	44.594	7.04236666666667E-08
9.2	44.694	7.06506666666667E-08
9.3	44.794	7.07453333333333E-08
9.4	44.894	7.08573333333333E-08
9.5	44.994	7.12606666666667E-08
9.6	45.094	7.15176666666667E-08
9.7	45.194	7.13786666666667E-08
9.8	45.294	7.17346666666667E-08
9.9	45.394	7.19143333333333E-08
10.0	45.494	7.1965E-08
10.1	45.594	7.22936666666667E-08
10.2	45.694	7.26116666666667E-08
10.3	45.794	7.24966666666667E-08
10.4	45.894	7.28426666666667E-08
10.5	45.994	7.31876666666667E-08
10.6	46.094	7.32723333333333E-08
10.7	46.194	7.3628E-08
10.8	46.294	7.38553333333333E-08
10.9	46.394	7.41636666666667E-08
11.0	46.494	7.42546666666667E-08
11.1	46.594	7.4465E-08
11.2	46.694	7.50036666666667E-08
11.3	46.794	7.5041E-08
11.4	46.894	7.53456666666667E-08
11.5	46.994	7.55116666666667E-08
11.6	47.094	7.5759E-08
11.7	47.194	7.58776666666667E-08
11.8	47.294	7.604E-08
11.9	47.394	7.61586666666667E-08
12.0	47.494	7.61856666666667E-08
12.1	47.594	7.65146666666667E-08
12.2	47.694	7.65413333333333E-08
12.3	47.794	7.69853333333333E-08
12.4	47.894	7.70123333333333E-08
12.5	47.994	7.73003333333333E-08
12.6	48.094	7.7568E-08
12.7	48.194	7.76796666666667E-08
12.8	48.294	7.79306666666667E-08
12.9	48.394	7.7924E-08
13.0	48.494	7.8266E-08
13.1	48.594	7.87706666666667E-08
13.2	48.694	7.89296666666667E-08
13.3	48.794	7.88926666666667E-08
13.4	48.894	7.9279E-08
13.5	48.994	7.98236666666667E-08
13.6	49.094	8.0068E-08
13.7	49.194	7.99903333333333E-08
13.8	49.294	8.03556666666667E-08
13.9	49.394	8.07353333333333E-08
14.0	49.494	8.09456666666667E-08
14.1	49.594	8.1054E-08
14.2	49.694	8.1372E-08
14.3	49.794	8.15046666666667E-08
14.4	49.894	8.15993333333333E-08
14.5	49.994	8.22053333333333E-08
14.6	50.094	8.26796666666667E-08
14.7	50.194	8.28116666666667E-08
14.8	50.294	8.28526666666667E-08
14.9	50.394	8.3479E-08
15.0	50.494	8.38686666666667E-08
15.1	50.594	8.43093333333333E-08
15.2	50.694	8.4272E-08
15.3	50.794	8.4787E-08
15.4	50.894	8.50816666666667E-08
15.5	50.994	8.55556666666667E-08
15.6	51.094	8.55253333333333E-08
15.7	51.194	8.62266666666667E-08
15.8	51.294	8.5986E-08
15.9	51.394	8.69686666666667E-08
16.0	51.494	8.71886666666667E-08
16.1	51.594	8.7409E-08
16.2	51.694	8.76866666666667E-08
16.3	51.794	8.80083333333333E-08
16.4	51.894	8.8283E-08
16.5	51.994	8.8425E-08
16.6	52.094	8.8747E-08
16.7	52.194	8.9289E-08
16.8	52.294	8.9509E-08
16.9	52.394	8.95766666666667E-08
17.0	52.494	9.00376666666667E-08
17.1	52.594	9.06643333333333E-08
17.2	52.694	9.09693333333333E-08
17.3	52.794	9.1132E-08
17.4	52.894	9.16466666666667E-08
17.5	52.994	9.18293333333333E-08
17.6	53.094	9.2199E-08
17.7	53.194	9.28053333333333E-08
17.8	53.294	9.2934E-08
17.9	53.394	9.38013333333333E-08
18.0	53.494	9.35773333333333E-08
18.1	53.594	9.38316666666667E-08
18.2	53.694	9.4106E-08
18.3	53.794	9.5285E-08
18.4	53.894	9.59253333333333E-08
18.5	53.994	9.6301E-08
18.6	54.094	9.66736666666667E-08
18.7	54.194	9.65416666666667E-08
18.8	54.294	9.71446666666667E-08
18.9	54.394	9.73616666666667E-08
19.0	54.494	9.89606666666667E-08
19.1	54.594	9.88113333333333E-08
19.2	54.694	9.86353333333333E-08
19.3	54.794	9.88386666666667E-08
19.4	54.894	9.9733E-08
19.5	54.994	9.99053333333333E-08
19.6	55.094	1.0065E-07
19.7	55.194	1.01363333333333E-07
19.8	55.294	1.0171E-07
19.9	55.394	1.01943333333333E-07
20.0	55.494	1.02596666666667E-07
20.1	55.594	1.02863333333333E-07
20.2	55.694	1.03853333333333E-07
20.3	55.794	1.03896666666667E-07
20.4	55.894	1.0501E-07
20.5	55.994	1.05556666666667E-07
20.6	56.094	1.0581E-07
20.7	56.194	1.06976666666667E-07
20.8	56.294	1.0861E-07
20.9	56.394	1.088E-07
21.0	56.494	1.08833333333333E-07
21.1	56.594	1.09083333333333E-07
21.2	56.694	1.10133333333333E-07
21.3	56.794	1.11836666666667E-07
21.4	56.894	1.12273333333333E-07
21.5	56.994	1.1304E-07
21.6	57.094	1.1326E-07
21.7	57.194	1.14383333333333E-07
21.8	57.294	1.15036666666667E-07
21.9	57.394	1.1544E-07
22.0	57.494	1.16466666666667E-07
22.1	57.594	1.17753333333333E-07
22.2	57.694	1.18333333333333E-07
22.3	57.794	1.19863333333333E-07
22.4	57.894	1.20543333333333E-07
22.5	57.994	1.20956666666667E-07
22.6	58.094	1.21496666666667E-07
22.7	58.194	1.2196E-07
22.8	58.294	1.25116666666667E-07
22.9	58.394	1.26546666666667E-07
23.0	58.494	1.29996666666667E-07
23.1	58.594	1.2747E-07
23.2	58.694	1.29446666666667E-07
23.3	58.794	1.32163333333333E-07
23.4	58.894	1.32026666666667E-07
23.5	58.994	1.33493333333333E-07
23.6	59.094	1.33696666666667E-07
23.7	59.194	1.38173333333333E-07
23.8	59.294	1.35916666666667E-07
23.9	59.394	1.4445E-07
24.0	59.494	1.44963333333333E-07
24.1	59.594	1.46556666666667E-07
24.2	59.694	1.44866666666667E-07
24.3	59.794	1.4658E-07
24.4	59.894	1.48996666666667E-07
24.5	59.994	1.51496666666667E-07
24.6	60.094	1.5441E-07
24.7	60.194	1.55233333333333E-07
24.8	60.294	1.5751E-07
24.9	60.394	1.6049E-07
25.0	60.494	1.68566666666667E-07
25.1	60.594	1.6877E-07
25.2	60.694	1.73273333333333E-07
25.3	60.794	1.69553333333333E-07
25.4	60.894	1.785E-07
25.5	60.994	1.8179E-07
25.6	61.094	1.87433333333333E-07
25.7	61.194	1.8887E-07
25.8	61.294	1.87966666666667E-07
25.9	61.394	1.9047E-07
26.0	61.494	1.941E-07
26.1	61.594	1.9372E-07
26.2	61.694	2.00696666666667E-07
26.3	61.794	2.058E-07
26.4	61.894	2.0897E-07
26.5	61.994	2.17533333333333E-07
26.6	62.094	2.16126666666667E-07
26.7	62.194	2.23536666666667E-07
26.8	62.294	2.26083333333333E-07
26.9	62.394	2.35766666666667E-07
27.0	62.494	2.48796666666667E-07
27.1	62.594	2.514E-07
27.2	62.694	2.4505E-07
27.3	62.794	2.5842E-07
27.4	62.894	2.64273333333333E-07
27.5	62.994	2.67853333333333E-07
27.6	63.094	2.69916666666667E-07
27.7	63.194	2.75893333333333E-07
27.8	63.294	2.8672E-07
27.9	63.394	2.87226666666667E-07
28.0	63.494	2.966E-07
28.1	63.594	3.1291E-07
28.2	63.694	3.1652E-07
28.3	63.794	3.2158E-07
28.4	63.894	3.96746666666667E-07
28.5	63.994	4.0037E-07
28.6	64.094	4.06163333333333E-07
28.7	64.194	4.17853333333333E-07
28.8	64.294	4.37973333333333E-07
28.9	64.394	4.39023333333333E-07
29.0	64.494	4.80523333333333E-07
29.1	64.594	4.46273333333333E-07
29.2	64.694	4.6328E-07
29.3	64.794	4.82523333333333E-07
29.4	64.894	4.7744E-07
29.5	64.994	4.82486666666667E-07
29.6	65.094	4.9624E-07
29.7	65.194	5.32996666666667E-07
29.8	65.294	5.29673333333333E-07
29.9	65.394	5.53966666666667E-07
30.0	65.494	5.58296666666667E-07
30.1	65.594	5.687E-07
30.2	65.694	6.23136666666667E-07
30.3	65.794	6.27506666666667E-07
30.4	65.894	6.16463333333333E-07
30.5	65.994	6.40446666666667E-07
30.6	66.094	6.541E-07
30.7	66.194	6.74053333333333E-07
30.8	66.294	6.88993333333333E-07
30.9	66.394	6.9248E-07
31.0	66.494	7.04336666666667E-07
31.1	66.594	7.476E-07
31.2	66.694	7.66603333333333E-07
31.3	66.794	7.7964E-07
31.4	66.894	7.90486666666667E-07
31.5	66.994	8.3561E-07
31.6	67.094	8.2883E-07
31.7	67.194	8.45703333333333E-07
31.8	67.294	8.79236666666667E-07
31.9	67.394	9.17043333333333E-07
32.0	67.494	8.9875E-07
32.1	67.594	9.5434E-07
32.2	67.694	9.5E-07
32.3	67.794	9.73513333333333E-07
32.4	67.894	1.0315E-06
32.5	67.994	1.0394E-06
32.6	68.094	1.0513E-06
32.7	68.194	1.07733333333333E-06
32.8	68.294	1.08783333333333E-06
32.9	68.394	1.1495E-06
33.0	68.494	1.14756666666667E-06
33.1	68.594	1.17516666666667E-06
33.2	68.694	1.22416666666667E-06
33.3	68.794	1.22116666666667E-06
33.4	68.894	1.23633333333333E-06
33.5	68.994	1.32386666666667E-06
33.6	69.094	1.2698E-06
33.7	69.194	1.3158E-06
33.8	69.294	1.39903333333333E-06
33.9	69.394	1.37333333333333E-06
34.0	69.494	1.4432E-06
34.1	69.594	1.43766666666667E-06
34.2	69.694	1.48976666666667E-06
34.3	69.794	1.52843333333333E-06
34.4	69.894	1.62246666666667E-06
34.5	69.994	1.62216666666667E-06
34.6	70.094	1.63636666666667E-06
34.7	70.194	1.70583333333333E-06
34.8	70.294	1.73106666666667E-06
34.9	70.394	1.7259E-06
35.0	70.494	1.78786666666667E-06
35.1	70.594	1.79816666666667E-06
35.2	70.694	1.8554E-06
35.3	70.794	1.9172E-06
35.4	70.894	1.97403333333333E-06
35.5	70.994	2.0497E-06
35.6	71.094	2.09253333333333E-06
35.7	71.194	2.23263333333333E-06
35.8	71.294	2.18116666666667E-06
35.9	71.394	2.22156666666667E-06
36.0	71.494	2.30013333333333E-06
36.1	71.594	2.30556666666667E-06
36.2	71.694	2.39986666666667E-06
36.3	71.794	2.44943333333333E-06
36.4	71.894	2.4959E-06
36.5	71.994	2.5127E-06
36.6	72.094	2.62703333333333E-06
36.7	72.194	2.68783333333333E-06
36.8	72.294	2.73883333333333E-06
36.9	72.394	2.87986666666667E-06
37.0	72.494	2.8246E-06
37.1	72.594	2.861E-06
37.2	72.694	2.92913333333333E-06
37.3	72.794	3.03943333333333E-06
37.4	72.894	3.10736666666667E-06
37.5	72.994	3.11313333333333E-06
37.6	73.094	3.1713E-06
37.7	73.194	3.90276666666667E-06
37.8	73.294	4.0237E-06
37.9	73.394	4.1382E-06
38.0	73.494	4.1409E-06
38.1	73.594	4.26556666666667E-06
38.2	73.694	4.43186666666667E-06
38.3	73.794	4.4746E-06
38.4	73.894	4.43733333333333E-06
38.5	73.994	4.75983333333333E-06
38.6	74.094	4.71983333333333E-06
38.7	74.194	4.90616666666667E-06
38.8	74.294	4.83773333333333E-06
38.9	74.394	4.96783333333333E-06
39.0	74.494	5.17986666666667E-06
39.1	74.594	5.1846E-06
39.2	74.694	5.2419E-06
39.3	74.794	5.33026666666667E-06
39.4	74.894	5.49966666666667E-06
39.5	74.994	5.6304E-06
39.6	75.094	5.7717E-06
39.7	75.194	5.854E-06
39.8	75.294	6.1182E-06
39.9	75.394	6.42006666666667E-06
40.0	75.494	6.27846666666667E-06
40.1	75.594	6.30116666666667E-06
40.2	75.694	6.34216666666667E-06
40.3	75.794	6.55353333333333E-06
40.4	75.894	6.64466666666667E-06
40.5	75.994	6.5942E-06
40.6	76.094	6.82823333333333E-06
40.7	76.194	6.98953333333333E-06
40.8	76.294	7.2168E-06
40.9	76.394	7.18733333333333E-06
41.0	76.494	7.43496666666667E-06
41.1	76.594	7.68193333333333E-06
41.2	76.694	7.7422E-06
41.3	76.794	7.80863333333333E-06
41.4	76.894	7.9655E-06
41.5	76.994	7.98443333333333E-06
41.6	77.094	8.07486666666667E-06
41.7	77.194	8.41026666666667E-06
41.8	77.294	8.51903333333333E-06
41.9	77.394	8.69243333333333E-06
42.0	77.494	8.86556666666667E-06
42.1	77.594	9.16333333333333E-06
42.2	77.694	9.49323333333333E-06
42.3	77.794	9.36893333333333E-06
42.4	77.894	9.19513333333333E-06
42.5	77.994	9.79883333333333E-06
42.6	78.094	9.7778E-06
42.7	78.194	9.5173E-06
42.8	78.294	1.00109E-05
42.9	78.394	1.0149E-05
43.0	78.494	1.0542E-05
43.1	78.594	1.03933333333333E-05
43.2	78.694	1.05916666666667E-05
43.3	78.794	1.08743333333333E-05
43.4	78.894	1.10073333333333E-05
43.5	78.994	1.1012E-05
43.6	79.094	1.1335E-05
43.7	79.194	1.14823333333333E-05
43.8	79.294	1.14156666666667E-05
43.9	79.394	1.1871E-05
44.0	79.494	1.19203333333333E-05
44.1	79.594	1.2387E-05
44.2	79.694	1.23783333333333E-05
44.3	79.794	1.26606666666667E-05
44.4	79.894	1.26096666666667E-05
44.5	79.994	1.29976666666667E-05
44.6	80.094	1.32163333333333E-05
44.7	80.194	1.38756666666667E-05
44.8	80.294	1.36383333333333E-05
44.9	80.394	1.3669E-05
45.0	80.494	1.3912E-05
45.1	80.594	1.41913333333333E-05
45.2	80.694	1.436E-05
45.3	80.794	1.48933333333333E-05
45.4	80.894	1.45806666666667E-05
45.5	80.994	1.52463333333333E-05
45.6	81.094	1.55226666666667E-05
45.7	81.194	1.5666E-05
45.8	81.294	1.57803333333333E-05
45.9	81.394	1.61256666666667E-05
46.0	81.494	1.61923333333333E-05
46.1	81.594	1.68936666666667E-05
46.2	81.694	1.69636666666667E-05
46.3	81.794	1.69563333333333E-05
46.4	81.894	1.72593333333333E-05
46.5	81.994	1.7452E-05
46.6	82.094	1.77536666666667E-05
46.7	82.194	1.79653333333333E-05
46.8	82.294	1.82953333333333E-05
46.9	82.394	1.83573333333333E-05
47.0	82.494	1.81823333333333E-05
47.1	82.594	1.8768E-05
47.2	82.694	1.88503333333333E-05
47.3	82.794	1.97256666666667E-05
47.4	82.894	1.941E-05
47.5	82.994	2.0315E-05
47.6	83.094	1.985E-05
47.7	83.194	1.9786E-05
47.8	83.294	1.99176666666667E-05
47.9	83.394	2.11883333333333E-05
48.0	83.494	2.15306666666667E-05
48.1	83.594	2.1716E-05
48.2	83.694	2.1198E-05
48.3	83.794	2.153E-05
48.4	83.894	2.18496666666667E-05
48.5	83.994	2.24243333333333E-05
48.6	84.094	2.22903333333333E-05
48.7	84.194	2.26193333333333E-05
48.8	84.294	2.28833333333333E-05
48.9	84.394	2.2844E-05
49.0	84.494	2.355E-05
49.1	84.594	2.38036666666667E-05
49.2	84.694	2.36983333333333E-05
49.3	84.794	2.4463E-05
49.4	84.894	2.41333333333333E-05
49.5	84.994	2.4748E-05
49.6	85.094	2.48996666666667E-05
49.7	85.194	2.60943333333333E-05
49.8	85.294	2.63606666666667E-05
49.9	85.394	2.59173333333333E-05
50.0	85.494	2.5716E-05
50.1	85.594	2.70186666666667E-05
50.2	85.694	2.7434E-05
50.3	85.794	2.75133333333333E-05
50.4	85.894	2.7734E-05
50.5	85.994	2.80873333333333E-05
50.6	86.094	2.82053333333333E-05
50.7	86.194	2.8992E-05
50.8	86.294	2.90196666666667E-05
50.9	86.394	2.99653333333333E-05
51.0	86.494	2.98653333333333E-05
51.1	86.594	2.96266666666667E-05
51.2	86.694	3.01053333333333E-05
51.3	86.794	3.01456666666667E-05
51.4	86.894	3.12236666666667E-05
51.5	86.994	3.1971E-05
51.6	87.094	3.18546666666667E-05
51.7	87.194	3.22163333333333E-05
51.8	87.294	4.0339E-05
51.9	87.394	4.00983333333333E-05
52.0	87.494	4.00133333333333E-05
52.1	87.594	4.0149E-05
52.2	87.694	4.0847E-05
52.3	87.794	4.1375E-05
52.4	87.894	4.10973333333333E-05
52.5	87.994	4.10226666666667E-05
52.6	88.094	4.17613333333333E-05
52.7	88.194	4.292E-05
52.8	88.294	4.34316666666667E-05
52.9	88.394	4.38513333333333E-05
53.0	88.494	4.43496666666667E-05
53.1	88.594	4.4292E-05
53.2	88.694	4.5847E-05
53.3	88.794	4.5291E-05
53.4	88.894	4.59586666666667E-05
53.5	88.994	4.6162E-05
53.6	89.094	4.64226666666667E-05
53.7	89.194	4.57416666666667E-05
53.8	89.294	4.70563333333333E-05
53.9	89.394	4.76016666666667E-05
54.0	89.494	4.8269E-05
54.1	89.594	4.9536E-05
54.2	89.694	4.90923333333333E-05
54.3	89.794	4.90956666666667E-05
54.4	89.894	4.89093333333333E-05
54.5	89.994	5.00876666666667E-05
54.6	90.094	5.0288E-05
54.7	90.194	5.1138E-05
54.8	90.294	5.13786666666667E-05
54.9	90.394	5.25713333333333E-05
55.0	90.494	5.24186666666667E-05
55.1	90.594	5.32013333333333E-05
55.2	90.694	5.4082E-05
55.3	90.794	5.44106666666667E-05
55.4	90.894	5.43123333333333E-05
55.5	90.994	5.4204E-05
55.6	91.094	5.55653333333333E-05
55.7	91.194	5.53763333333333E-05
55.8	91.294	5.5952E-05
55.9	91.394	5.63993333333333E-05
56.0	91.494	5.7351E-05
56.1	91.594	5.73983333333333E-05
56.2	91.694	5.8191E-05
56.3	91.794	5.84113333333333E-05
56.4	91.894	5.94443333333333E-05
56.5	91.994	5.96206666666667E-05
56.6	92.094	5.96646666666667E-05
56.7	92.194	6.05626666666667E-05
56.8	92.294	6.07996666666667E-05
56.9	92.394	6.1233E-05
57.0	92.494	6.1968E-05
57.1	92.594	6.22596666666667E-05
57.2	92.694	6.2622E-05
57.3	92.794	6.26526666666667E-05
57.4	92.894	6.32386666666667E-05
57.5	92.994	6.4109E-05
57.6	93.094	6.3584E-05
57.7	93.194	6.5024E-05
57.8	93.294	6.478E-05
57.9	93.394	6.52103333333333E-05
58.0	93.494	6.5732E-05
58.1	93.594	6.64803333333333E-05
58.2	93.694	6.78526666666667E-05
58.3	93.794	6.64433333333333E-05
58.4	93.894	6.70463333333333E-05
58.5	93.994	6.689E-05
58.6	94.094	6.9126E-05
58.7	94.194	6.9641E-05
58.8	94.294	6.92176666666667E-05
58.9	94.394	6.92106666666667E-05
59.0	94.494	7.0485E-05
59.1	94.594	7.06506666666667E-05
59.2	94.694	7.0129E-05
59.3	94.794	7.10906666666667E-05
59.4	94.894	7.19343333333333E-05
59.5	94.994	7.3147E-05
59.6	95.094	7.26053333333333E-05
59.7	95.194	7.2998E-05
59.8	95.294	7.26866666666667E-05
59.9	95.394	7.40686666666667E-05
60.0	95.494	7.43766666666667E-05
60.1	95.594	7.44683333333333E-05
60.2	95.694	7.53933333333333E-05
60.3	95.794	7.519E-05
60.4	95.894	7.61486666666667E-05
60.5	95.994	7.66636666666667E-05
60.6	96.094	7.61046666666667E-05
60.7	96.194	7.6694E-05
60.8	96.294	7.7043E-05
60.9	96.394	7.73713333333333E-05
61.0	96.494	7.81233333333333E-05
61.1	96.594	7.8242E-05
61.2	96.694	7.9448E-05
61.3	96.794	7.9621E-05
61.4	96.894	7.89266666666667E-05
61.5	96.994	8.0627E-05
61.6	97.094	7.94613333333333E-05
61.7	97.194	8.05286666666667E-05
61.8	97.294	8.15926666666667E-05
61.9	97.394	8.15786666666667E-05
62.0	97.494	8.2036E-05
62.1	97.594	8.27206666666667E-05
62.2	97.694	8.2338E-05
62.3	97.794	8.34286666666667E-05
62.4	97.894	8.3503E-05
62.5	97.994	8.38893333333333E-05
62.6	98.094	8.4675E-05
62.7	98.194	8.37806666666667E-05
62.8	98.294	8.44073333333333E-05
62.9	98.394	8.55696666666667E-05
63.0	98.494	8.60066666666667E-05
63.1	98.594	8.60673333333333E-05
63.2	98.694	8.7165E-05
63.3	98.794	8.61726666666667E-05
63.4	98.894	8.6325E-05
63.5	98.994	8.73413333333333E-05
63.6	99.094	8.75816666666667E-05
63.7	99.194	8.76326666666667E-05
63.8	99.294	8.88756666666667E-05
63.9	99.394	8.83843333333333E-05
64.0	99.494	8.87063333333333E-05
64.1	99.594	8.8923E-05
64.2	99.694	8.98073333333333E-05
64.3	99.794	9.0207E-05
64.4	99.894	9.00103333333333E-05
64.5	99.994	9.00273333333333E-05
64.6	100.094	9.08266666666667E-05
64.7	100.194	8.98716666666667E-05
