Home offset is 0
theta0 (Initial angle from Home) is (deg) 0
angle from Home(deg)	angle from theta0(deg)	photocurrent
0	0	1.22753333333333E-08
10	10	2.25716666666667E-08
20	20	4.29876666666667E-08
30	30	6.05896666666667E-08
40	40	8.03796666666667E-08
50	50	1.3456E-07
60	60	1.22576666666667E-06
70	70	1.07976666666667E-05
80	80	4.7039E-05
90	90	8.73243333333333E-05
100	100	0.00010388
