Home offset is 0
angle (deg)	photocurrent
7.09999999999999	1.1135E-05
7.19999999999999	1.12683333333333E-05
7.29999999999999	1.13903333333333E-05
7.39999999999999	1.15006666666667E-05
7.49999999999999	1.16313333333333E-05
7.59999999999999	1.17546666666667E-05
7.69999999999999	1.1886E-05
7.79999999999999	1.20086666666667E-05
7.89999999999999	1.21313333333333E-05
7.99999999999999	1.224E-05
8.09999999999999	1.2361E-05
8.19999999999999	1.24936666666667E-05
8.29999999999999	1.26236666666667E-05
8.39999999999999	1.2732E-05
8.49999999999999	1.2876E-05
8.59999999999999	1.30146666666667E-05
8.69999999999999	1.31446666666667E-05
8.79999999999998	1.32916666666667E-05
8.89999999999998	1.34223333333333E-05
8.99999999999998	1.35836666666667E-05
9.09999999999998	1.37403333333333E-05
9.19999999999998	1.38843333333333E-05
9.29999999999998	1.4062E-05
9.39999999999998	1.42266666666667E-05
9.49999999999998	1.4385E-05
9.59999999999998	1.4549E-05
9.69999999999998	1.4696E-05
9.79999999999998	1.4845E-05
9.89999999999998	1.50036666666667E-05
9.99999999999998	1.5126E-05
10.1	1.52593333333333E-05
10.2	1.5402E-05
10.3	1.55706666666667E-05
10.4	1.5681E-05
10.5	1.58386666666667E-05
10.6	1.59906666666667E-05
10.7	1.61393333333333E-05
10.8	1.63106666666667E-05
10.9	1.64773333333333E-05
11	1.66546666666667E-05
11.1	1.68226666666667E-05
11.2	1.70016666666667E-05
11.3	1.716E-05
11.4	1.73266666666667E-05
11.5	1.74993333333333E-05
11.6	1.76776666666667E-05
11.7	1.7832E-05
11.8	1.79823333333333E-05
11.9	1.8141E-05
12	1.83066666666667E-05
12.1	1.84693333333333E-05
12.2	1.86473333333333E-05
12.3	1.8825E-05
12.4	1.89793333333333E-05
12.5	1.91416666666667E-05
12.6	1.928E-05
12.7	1.9444E-05
12.8	1.9604E-05
12.9	1.9777E-05
13	1.99E-05
13.1	2.00773333333333E-05
13.2	2.0253E-05
13.3	2.04126666666667E-05
13.4	2.058E-05
13.5	2.075E-05
13.6	2.09223333333333E-05
13.7	2.10953333333333E-05
13.8	2.12746666666667E-05
13.9	2.14633333333333E-05
14	2.16283333333333E-05
14.1	2.1808E-05
14.2	2.1995E-05
14.3	2.21823333333333E-05
14.4	2.2347E-05
14.5	2.25123333333333E-05
14.6	2.2707E-05
14.7	2.28933333333333E-05
14.8	2.30686666666667E-05
14.9	2.3249E-05
15	2.3427E-05
15.1	2.36143333333333E-05
15.2	2.37833333333333E-05
15.3	2.39576666666667E-05
15.4	2.413E-05
15.5	2.4305E-05
15.6	2.45026666666667E-05
15.7	2.46566666666667E-05
15.8	2.48503333333333E-05
15.9	2.5029E-05
16	2.52103333333333E-05
16.1	2.54266666666667E-05
16.2	2.55896666666667E-05
16.3	2.5756E-05
16.4	2.5946E-05
16.5	2.6127E-05
16.6	2.63013333333333E-05
16.7	2.64443333333333E-05
16.8	2.6631E-05
16.9	2.68043333333333E-05
17	2.6985E-05
17.1	2.71586666666667E-05
17.2	2.7343E-05
17.3	2.75176666666667E-05
17.4	2.77203333333333E-05
17.5	2.78963333333333E-05
17.6	2.80883333333333E-05
17.7	2.82486666666667E-05
17.8	2.84396666666667E-05
17.9	2.8624E-05
18	2.88123333333333E-05
18.1	2.90103333333333E-05
18.2	2.92053333333333E-05
18.3	2.94063333333333E-05
18.4	2.96086666666667E-05
18.5	2.98136666666667E-05
18.6	3.00406666666667E-05
18.7	3.02413333333333E-05
18.8	3.04636666666667E-05
18.9	3.06773333333333E-05
19	3.08836666666667E-05
19.1	3.10623333333333E-05
19.2	3.12936666666667E-05
19.3	3.15306666666667E-05
19.4	3.1767E-05
19.5	3.19643333333333E-05
19.6	3.2194E-05
19.7	3.236E-05
19.8	3.25233333333333E-05
19.9	3.27206666666667E-05
20	3.30013333333333E-05
20.1	3.3225E-05
20.2	3.33906666666667E-05
20.3	3.36113333333333E-05
20.4	3.38376666666667E-05
20.5	3.40516666666667E-05
20.6	3.42446666666667E-05
20.7	3.44643333333333E-05
20.8	3.4685E-05
20.9	3.48646666666667E-05
21	3.5081E-05
21.1	3.53116666666667E-05
21.2	3.55346666666667E-05
21.3	3.5725E-05
21.4	3.59383333333333E-05
21.5	3.61146666666667E-05
21.6	3.6341E-05
21.7	3.6555E-05
21.8	3.6785E-05
21.9	3.7002E-05
22	3.7215E-05
22.1	3.7429E-05
22.2	3.7632E-05
22.3	3.7866E-05
22.4	3.80723333333333E-05
22.5000000000001	3.8303E-05
22.6000000000001	3.8506E-05
22.7000000000001	3.86923333333333E-05
22.8000000000001	3.8872E-05
22.9000000000001	3.90816666666667E-05
23.0000000000001	3.9309E-05
23.1000000000001	3.95286666666667E-05
23.2000000000001	3.96883333333333E-05
23.3000000000001	3.98813333333333E-05
23.4000000000001	4.00913333333333E-05
23.5000000000001	4.02983333333333E-05
23.6000000000001	4.0528E-05
23.7000000000001	4.07143333333333E-05
23.8000000000001	4.08906666666667E-05
23.9000000000001	4.10936666666667E-05
24.0000000000001	4.13143333333333E-05
24.1000000000001	4.15306666666667E-05
24.2000000000001	4.17313333333333E-05
24.3000000000001	4.19576666666667E-05
24.4000000000001	4.21816666666667E-05
24.5000000000001	4.23946666666667E-05
24.6000000000001	4.26186666666667E-05
24.7000000000001	4.28416666666667E-05
24.8000000000001	4.30723333333333E-05
24.9000000000001	4.32963333333333E-05
25.0000000000001	4.3516E-05
25.1000000000001	4.37433333333333E-05
25.2000000000001	4.3943E-05
25.3000000000001	4.41836666666667E-05
25.4000000000001	4.441E-05
25.5000000000001	4.46173333333333E-05
25.6000000000001	4.4854E-05
25.7000000000001	4.5091E-05
25.8000000000001	4.5325E-05
25.9000000000001	4.55656666666667E-05
26.0000000000001	4.5772E-05
26.1000000000001	4.5972E-05
26.2000000000001	4.6179E-05
26.3000000000001	4.6382E-05
26.4000000000001	4.65986666666667E-05
26.5000000000001	4.68256666666667E-05
26.6000000000001	4.70596666666667E-05
26.7000000000001	4.72493333333333E-05
26.8000000000001	4.74763333333333E-05
26.9000000000001	4.76593333333333E-05
27.0000000000001	4.78553333333333E-05
27.1000000000001	4.80656666666667E-05
27.2000000000001	4.82553333333333E-05
27.3000000000001	4.84826666666667E-05
27.4000000000001	4.86623333333333E-05
27.5000000000001	4.88853333333333E-05
27.6000000000001	4.9082E-05
27.7000000000001	4.92613333333333E-05
27.8000000000001	4.94243333333333E-05
27.9000000000001	4.9644E-05
28.0000000000001	4.98373333333333E-05
28.1000000000001	5.00336666666667E-05
28.2000000000001	5.02306666666667E-05
28.3000000000001	5.04503333333333E-05
28.4000000000001	5.06266666666667E-05
28.5000000000001	5.08363333333333E-05
28.6000000000001	5.104E-05
28.7000000000001	5.1223E-05
28.8000000000001	5.14263333333333E-05
28.9000000000001	5.1677E-05
29.0000000000001	5.18866666666667E-05
29.1000000000001	5.21173333333333E-05
29.2000000000001	5.23846666666667E-05
29.3000000000001	5.26186666666667E-05
29.4000000000001	5.28386666666667E-05
29.5000000000001	5.311E-05
29.6000000000002	5.33263333333333E-05
29.7000000000002	5.35433333333333E-05
29.8000000000002	5.3781E-05
29.9000000000002	5.40006666666667E-05
30.0000000000002	5.4268E-05
30.1000000000002	5.4533E-05
30.2000000000002	5.4807E-05
30.3000000000002	5.50376666666667E-05
30.4000000000002	5.5281E-05
30.5000000000002	5.55146666666667E-05
30.6000000000002	5.5752E-05
30.7000000000002	5.59793333333333E-05
30.8000000000002	5.625E-05
30.9000000000002	5.65106666666667E-05
31.0000000000002	5.67646666666667E-05
31.1000000000002	5.70323333333333E-05
31.2000000000002	5.7256E-05
31.3000000000002	5.74933333333333E-05
31.4000000000002	5.7713E-05
31.5000000000002	5.7947E-05
31.6000000000002	5.82113333333333E-05
31.7000000000002	5.84516666666667E-05
31.8000000000002	5.86923333333333E-05
31.9000000000002	5.89563333333333E-05
32.0000000000002	5.91703333333333E-05
32.1000000000002	5.9404E-05
32.2000000000002	5.96073333333333E-05
32.3000000000002	5.98236666666667E-05
32.4000000000002	6.00676666666667E-05
32.5000000000002	6.0254E-05
32.6000000000002	6.0417E-05
32.7000000000002	6.0681E-05
32.8000000000002	6.08943333333333E-05
32.9000000000002	6.11413333333333E-05
33.0000000000002	6.1396E-05
33.1000000000002	6.16293333333333E-05
33.2000000000002	6.18256666666667E-05
33.3000000000002	6.208E-05
33.4000000000002	6.23203333333333E-05
33.5000000000002	6.2541E-05
33.6000000000002	6.2795E-05
33.7000000000002	6.3015E-05
33.8000000000002	6.32553333333333E-05
33.9000000000002	6.34826666666667E-05
34.0000000000002	6.37333333333333E-05
34.1000000000002	6.3994E-05
34.2000000000002	6.42753333333333E-05
34.3000000000002	6.45496666666667E-05
34.4000000000002	6.48103333333333E-05
34.5000000000002	6.51053333333333E-05
34.6000000000002	6.53726666666667E-05
34.7000000000002	6.5647E-05
34.8000000000002	6.58943333333333E-05
34.9000000000002	6.6169E-05
35.0000000000002	6.64096666666667E-05
35.1000000000002	6.66703333333333E-05
35.2000000000002	6.69413333333333E-05
35.3000000000002	6.71646666666667E-05
35.4000000000002	6.7439E-05
35.5000000000002	6.76996666666667E-05
35.6000000000002	6.79813333333333E-05
35.7000000000002	6.82353333333333E-05
35.8000000000002	6.85196666666667E-05
35.9000000000002	6.8784E-05
36.0000000000002	6.9045E-05
36.1000000000002	6.93123333333333E-05
36.2000000000002	6.95563333333333E-05
36.3000000000002	6.98203333333333E-05
36.4000000000002	7.00846666666667E-05
36.5000000000002	7.0346E-05
36.6000000000003	7.05933333333333E-05
36.7000000000003	7.0823E-05
36.8000000000003	7.1067E-05
36.9000000000003	7.12976666666667E-05
37.0000000000003	7.1555E-05
37.1000000000003	7.18056666666667E-05
37.2000000000003	7.20396666666667E-05
37.3000000000003	7.2297E-05
37.4000000000003	7.24933333333333E-05
37.5000000000003	7.2764E-05
37.6000000000003	7.30323333333333E-05
37.7000000000003	7.32693333333333E-05
37.8000000000003	7.35266666666667E-05
37.9000000000003	7.37366666666667E-05
38.0000000000003	7.3994E-05
38.1000000000003	7.4269E-05
38.2000000000003	7.45463333333333E-05
38.3000000000003	7.48003333333333E-05
38.4000000000003	7.5061E-05
38.5000000000003	7.52916666666667E-05
38.6000000000003	7.5559E-05
38.7000000000003	7.5803E-05
38.8000000000003	7.60736666666667E-05
38.9000000000003	7.62843333333333E-05
39.0000000000003	7.65383333333333E-05
39.1000000000003	7.6779E-05
39.2000000000003	7.70193333333333E-05
39.3000000000003	7.7307E-05
39.4000000000003	7.7568E-05
39.5000000000003	7.7812E-05
39.6000000000003	7.80966666666667E-05
39.7000000000003	7.8344E-05
39.8000000000003	7.8608E-05
39.9000000000003	7.88553333333333E-05
40.0000000000003	7.90926666666667E-05
40.1000000000003	7.93333333333333E-05
40.2000000000003	7.95663333333333E-05
40.3000000000003	7.9848E-05
40.4000000000003	8.01086666666667E-05
40.5000000000003	8.03493333333333E-05
40.6000000000003	8.05796666666667E-05
40.7000000000003	8.08336666666667E-05
40.8000000000003	8.1077E-05
40.9000000000003	8.1321E-05
41.0000000000003	8.15716666666667E-05
41.1000000000003	8.18296666666667E-05
41.2000000000003	8.2043E-05
41.3000000000003	8.227E-05
41.4000000000003	8.25206666666667E-05
41.5000000000003	8.27646666666667E-05
41.6000000000003	8.29713333333333E-05
41.7000000000003	8.31843333333333E-05
41.8000000000003	8.3405E-05
41.9000000000003	8.3639E-05
42.0000000000003	8.38486666666667E-05
42.1000000000003	8.41093333333333E-05
42.2000000000003	8.43733333333333E-05
42.3000000000003	8.45696666666667E-05
42.4000000000003	8.4797E-05
42.5000000000003	8.5041E-05
42.6000000000003	8.52783333333333E-05
42.7000000000003	8.5505E-05
42.8000000000003	8.5776E-05
42.9000000000003	8.59626666666667E-05
43.0000000000003	8.623E-05
43.1000000000003	8.6457E-05
43.2000000000003	8.66836666666667E-05
43.3000000000003	8.68836666666667E-05
43.4000000000003	8.71006666666667E-05
43.5000000000003	8.7328E-05
43.6000000000004	8.75576666666667E-05
43.7000000000004	8.7775E-05
43.8000000000004	8.7978E-05
43.9000000000004	8.81913333333333E-05
44.0000000000004	8.84083333333333E-05
44.1000000000004	8.86283333333333E-05
44.2000000000004	8.88553333333333E-05
44.3000000000004	8.90686666666667E-05
44.4000000000004	8.92683333333333E-05
44.5000000000004	8.95163333333333E-05
44.6000000000004	8.97156666666667E-05
44.7000000000004	8.9899E-05
44.8000000000004	9.01833333333333E-05
44.9000000000004	9.04036666666667E-05
45.0000000000004	9.06336666666667E-05
45.1000000000004	9.0793E-05
45.2000000000004	9.0996E-05
45.3000000000004	9.122E-05
45.4000000000004	9.1457E-05
45.5000000000004	9.17213333333333E-05
45.6000000000004	9.1945E-05
45.7000000000004	9.22026666666667E-05
45.8000000000004	9.24256666666667E-05
45.9000000000004	9.26253333333333E-05
46.0000000000004	9.2856E-05
46.1000000000004	9.30593333333333E-05
46.2000000000004	9.3246E-05
46.3000000000004	9.3435E-05
46.4000000000004	9.3625E-05
46.5000000000004	9.38586666666667E-05
46.6000000000004	9.4065E-05
46.7000000000004	9.4252E-05
46.8000000000004	9.44886666666667E-05
46.9000000000004	9.4699E-05
47.0000000000004	9.49326666666667E-05
47.1000000000004	9.51496666666667E-05
47.2000000000004	9.5356E-05
47.3000000000004	9.55796666666667E-05
47.4000000000004	9.57896666666667E-05
47.5000000000004	9.60066666666667E-05
47.6000000000004	9.6247E-05
47.7000000000004	9.64473333333333E-05
47.8000000000004	9.66736666666667E-05
47.9000000000004	9.6884E-05
48.0000000000004	9.7114E-05
48.1000000000004	9.7297E-05
48.2000000000004	9.75543333333333E-05
48.3000000000004	9.7802E-05
48.4000000000004	9.7944E-05
48.5000000000004	9.81743333333333E-05
48.6000000000004	9.83743333333333E-05
48.7000000000004	9.8608E-05
48.8000000000004	9.88183333333333E-05
48.9000000000004	9.90316666666667E-05
49.0000000000004	9.92486666666667E-05
49.1000000000004	9.94313333333333E-05
49.2000000000004	9.96683333333333E-05
49.3000000000004	9.99023333333333E-05
49.4000000000004	0.000100113333333333
49.5000000000004	0.00010029
49.6000000000004	0.00010055
49.7000000000004	0.000100736666666667
49.8000000000004	0.000100963333333333
49.9000000000004	0.00010118
50.0000000000004	0.00010141
50.1000000000004	0.000101636666666667
50.2000000000004	0.00010184
50.3000000000004	0.000102083333333333
50.4000000000004	0.00010227
50.5000000000004	0.00010254
50.6000000000004	0.000102756666666667
50.7000000000005	0.000102933333333333
50.8000000000005	0.000103153333333333
50.9000000000005	0.00010338
51.0000000000005	0.000103573333333333
51.1000000000005	0.000103826666666667
51.2000000000005	0.000104046666666667
51.3000000000005	0.000104203333333333
51.4000000000005	0.00010444
51.5000000000005	0.00010464
51.6000000000005	0.000104836666666667
51.7000000000005	0.00010502
51.8000000000005	0.000105226666666667
51.9000000000005	0.00010544
52.0000000000005	0.00010562
52.1000000000005	0.000105826666666667
52.2000000000005	0.00010602
52.3000000000005	0.000106246666666667
52.4000000000005	0.000106446666666667
52.5000000000005	0.000106616666666667
52.6000000000005	0.00010684
52.7000000000005	0.00010703
52.8000000000005	0.000107236666666667
52.9000000000005	0.000107403333333333
53.0000000000005	0.000107626666666667
53.1000000000005	0.000107783333333333
53.2000000000005	0.00010797
53.3000000000005	0.000108136666666667
53.4000000000005	0.000108343333333333
53.5000000000005	0.00010851
53.6000000000005	0.000108703333333333
53.7000000000005	0.00010887
53.8000000000005	0.00010904
53.9000000000005	0.000109273333333333
54.0000000000005	0.000109446666666667
54.1000000000005	0.000109633333333333
54.2000000000005	0.000109856666666667
54.3000000000005	0.000110036666666667
54.4000000000005	0.0001102
54.5000000000005	0.000110396666666667
54.6000000000005	0.000110616666666667
54.7000000000005	0.0001108
54.8000000000005	0.000110993333333333
54.9000000000005	0.00011121
55.0000000000005	0.000111346666666667
55.1000000000005	0.000111483333333333
55.2000000000005	0.000111666666666667
55.3000000000005	0.000111846666666667
55.4000000000005	0.000112053333333333
55.5000000000005	0.00011225
55.6000000000005	0.00011248
55.7000000000005	0.000112666666666667
55.8000000000005	0.00011284
55.9000000000005	0.000113036666666667
56.0000000000005	0.000113226666666667
56.1000000000005	0.000113356666666667
56.2000000000005	0.000113546666666667
56.3000000000005	0.000113676666666667
56.4000000000005	0.000113883333333333
56.5000000000005	0.000114073333333333
56.6000000000005	0.000114203333333333
56.7000000000005	0.000114386666666667
56.8000000000005	0.000114573333333333
56.9000000000005	0.000114706666666667
57.0000000000005	0.000114886666666667
57.1000000000005	0.000115073333333333
57.2000000000005	0.000115226666666667
57.3000000000005	0.00011536
57.4000000000005	0.000115503333333333
57.5000000000005	0.000115683333333333
57.6000000000005	0.000115836666666667
57.7000000000006	0.000115953333333333
57.8000000000006	0.0001161
57.9000000000006	0.00011632
58.0000000000006	0.000116423333333333
58.1000000000006	0.00011656
58.2000000000006	0.000116703333333333
58.3000000000006	0.0001169
58.4000000000006	0.000117003333333333
58.5000000000006	0.000117146666666667
58.6000000000006	0.000117293333333333
58.7000000000006	0.000117463333333333
58.8000000000006	0.000117606666666667
58.9000000000006	0.00011773
59.0000000000006	0.00011786
59.1000000000006	0.00011807
59.2000000000006	0.00011815
59.3000000000006	0.00011829
59.4000000000006	0.000118413333333333
59.5000000000006	0.000118533333333333
59.6000000000006	0.000118666666666667
59.7000000000006	0.00011881
59.8000000000006	0.000118963333333333
59.9000000000006	0.0001191
60.0000000000006	0.000119213333333333
60.1000000000006	0.000119343333333333
60.2000000000006	0.000119463333333333
60.3000000000006	0.000119603333333333
60.4000000000006	0.00011971
60.5000000000006	0.000119816666666667
60.6000000000006	0.000119953333333333
60.7000000000006	0.00012009
60.8000000000006	0.000120213333333333
60.9000000000006	0.00012033
61.0000000000006	0.000120446666666667
61.1000000000006	0.000120546666666667
61.2000000000006	0.0001207
61.3000000000006	0.00012081
61.4000000000006	0.00012091
61.5000000000006	0.000120996666666667
61.6000000000006	0.00012111
61.7000000000006	0.000121223333333333
61.8000000000006	0.000121333333333333
61.9000000000006	0.000121453333333333
62.0000000000006	0.000121563333333333
62.1000000000006	0.000121656666666667
62.2000000000006	0.000121746666666667
62.3000000000006	0.000121853333333333
62.4000000000006	0.000121953333333333
62.5000000000006	0.000122076666666667
62.6000000000006	0.000122156666666667
62.7000000000006	0.000122303333333333
62.8000000000006	0.00012239
62.9000000000006	0.000122433333333333
63.0000000000006	0.0001225
63.1000000000006	0.000122596666666667
63.2000000000006	0.000122676666666667
63.3000000000006	0.000122766666666667
63.4000000000006	0.000122893333333333
63.5000000000006	0.000122996666666667
63.6000000000006	0.00012309
63.7000000000006	0.00012318
63.8000000000006	0.00012327
63.9000000000006	0.00012334
64.0000000000006	0.000123453333333333
64.1000000000006	0.000123506666666667
64.2000000000006	0.00012361
64.3000000000006	0.00012374
64.4000000000006	0.000123823333333333
64.5000000000006	0.000123926666666667
64.6000000000006	0.000124036666666667
64.7000000000006	0.00012417
64.8000000000006	0.00012432
64.9000000000006	0.00012441
65.0000000000006	0.000124523333333333
65.1000000000006	0.00012463
65.2000000000006	0.00012478
65.3000000000006	0.000124923333333333
65.4000000000006	0.000125056666666667
65.5000000000006	0.000125146666666667
65.6000000000005	0.00012522
65.7000000000005	0.000125353333333333
65.8000000000005	0.000125456666666667
65.9000000000005	0.000125596666666667
66.0000000000005	0.000125666666666667
66.1000000000005	0.000125846666666667
66.2000000000005	0.00012595
66.3000000000005	0.000126073333333333
66.4000000000005	0.000126186666666667
66.5000000000005	0.000126343333333333
66.6000000000005	0.000126463333333333
66.7000000000005	0.000126563333333333
66.8000000000005	0.000126676666666667
66.9000000000005	0.000126763333333333
67.0000000000005	0.000126873333333333
67.1000000000005	0.00012699
67.2000000000005	0.000127086666666667
67.3000000000005	0.000127203333333333
67.4000000000004	0.00012732
67.5000000000004	0.000127453333333333
67.6000000000004	0.000127523333333333
67.7000000000004	0.000127653333333333
67.8000000000004	0.000127756666666667
67.9000000000004	0.000127833333333333
68.0000000000004	0.000127893333333333
68.1000000000004	0.000128006666666667
68.2000000000004	0.000128106666666667
68.3000000000004	0.000128166666666667
68.4000000000004	0.000128273333333333
68.5000000000004	0.00012838
68.6000000000004	0.00012848
68.7000000000004	0.000128593333333333
68.8000000000004	0.000128733333333333
68.9000000000004	0.000128826666666667
69.0000000000004	0.00012893
69.1000000000004	0.000129053333333333
69.2000000000003	0.000129146666666667
69.3000000000003	0.000129256666666667
69.4000000000003	0.000129343333333333
69.5000000000003	0.00012947
69.6000000000003	0.00012955
69.7000000000003	0.000129643333333333
69.8000000000003	0.000129736666666667
69.9000000000003	0.000129813333333333
70.0000000000003	0.00012991
70.1000000000003	0.00013002
70.2000000000003	0.000130096666666667
70.3000000000003	0.000130186666666667
70.4000000000003	0.000130276666666667
70.5000000000003	0.000130356666666667
70.6000000000003	0.000130443333333333
70.7000000000003	0.000130513333333333
70.8000000000003	0.000130633333333333
70.9000000000002	0.0001307
71.0000000000002	0.0001308
71.1000000000002	0.000130903333333333
71.2000000000002	0.00013096
71.3000000000002	0.000131026666666667
71.4000000000002	0.000131083333333333
71.5000000000002	0.000131163333333333
71.6000000000002	0.00013125
71.7000000000002	0.000131386666666667
71.8000000000002	0.000131426666666667
71.9000000000002	0.000131503333333333
72.0000000000002	0.000131546666666667
72.1000000000002	0.00013164
72.2000000000002	0.000131693333333333
72.3000000000002	0.000131756666666667
72.4000000000002	0.000131816666666667
72.5000000000002	0.000131883333333333
72.6000000000002	0.00013193
72.7000000000001	0.000131983333333333
72.8000000000001	0.00013204
72.9000000000001	0.000132086666666667
73.0000000000001	0.000132123333333333
73.1000000000001	0.000132143333333333
73.2000000000001	0.00013219
73.3000000000001	0.00013225
73.4000000000001	0.00013224
73.5000000000001	0.000132336666666667
73.6000000000001	0.000132353333333333
73.7000000000001	0.000132403333333333
73.8000000000001	0.000132473333333333
73.9000000000001	0.000132506666666667
74.0000000000001	0.000132563333333333
74.1000000000001	0.000132646666666667
74.2000000000001	0.00013269
74.3000000000001	0.000132726666666667
74.4	0.00013279
74.5	0.00013282
74.6	0.00013291
74.7	0.000132906666666667
74.8	0.00013298
74.9	0.00013306
75	0.000133106666666667
75.1	0.000133153333333333
75.2	0.00013317
75.3	0.000133206666666667
75.4	0.000133226666666667
75.5	0.000133276666666667
75.6	0.000133326666666667
75.7	0.00013338
75.8	0.00013344
75.9	0.000133473333333333
76	0.000133496666666667
76.1	0.000133503333333333
76.1999999999999	0.000133583333333333
76.2999999999999	0.000133603333333333
76.3999999999999	0.00013364
76.4999999999999	0.000133673333333333
76.5999999999999	0.000133716666666667
76.6999999999999	0.000133713333333333
76.7999999999999	0.000133776666666667
76.8999999999999	0.000133776666666667
76.9999999999999	0.00013384
77.0999999999999	0.00013385
77.1999999999999	0.000133906666666667
77.2999999999999	0.000133993333333333
77.3999999999999	0.00013404
77.4999999999999	0.000134116666666667
77.5999999999999	0.000134166666666667
77.6999999999999	0.00013426
77.7999999999999	0.00013432
77.8999999999998	0.000134383333333333
77.9999999999998	0.00013445
78.0999999999998	0.0001345
78.1999999999998	0.000134556666666667
78.2999999999998	0.000134613333333333
78.3999999999998	0.000134666666666667
78.4999999999998	0.000134696666666667
78.5999999999998	0.000134756666666667
78.6999999999998	0.0001348
78.7999999999998	0.00013488
78.8999999999998	0.0001349
78.9999999999998	0.000134973333333333
79.0999999999998	0.000135
79.1999999999998	0.00013506
79.2999999999998	0.000135096666666667
79.3999999999998	0.000135136666666667
79.4999999999998	0.000135196666666667
79.5999999999998	0.000135203333333333
79.6999999999997	0.000135233333333333
79.7999999999997	0.00013526
79.8999999999997	0.00013528
79.9999999999997	0.000135333333333333
80.0999999999997	0.00013536
80.1999999999997	0.00013543
80.2999999999997	0.000135423333333333
80.3999999999997	0.000135473333333333
80.4999999999997	0.00013551
80.5999999999997	0.000135533333333333
80.6999999999997	0.00013556
80.7999999999997	0.000135583333333333
80.8999999999997	0.000135596666666667
80.9999999999997	0.000135616666666667
81.0999999999997	0.000135616666666667
81.1999999999997	0.000135643333333333
81.2999999999997	0.00013563
81.3999999999997	0.000135643333333333
81.4999999999996	0.000135686666666667
81.5999999999996	0.000135726666666667
81.6999999999996	0.00013573
81.7999999999996	0.000135746666666667
81.8999999999996	0.000135753333333333
81.9999999999996	0.00013576
82.0999999999996	0.000135743333333333
82.1999999999996	0.00013578
82.2999999999996	0.000135756666666667
82.3999999999996	0.00013577
82.4999999999996	0.000135763333333333
82.5999999999996	0.000135733333333333
82.6999999999996	0.000135743333333333
82.7999999999996	0.000135766666666667
82.8999999999996	0.000135743333333333
82.9999999999996	0.000135756666666667
83.0999999999996	0.00013577
83.1999999999995	0.000135706666666667
83.2999999999995	0.000135696666666667
83.3999999999995	0.000135716666666667
83.4999999999995	0.00013568
83.5999999999995	0.00013567
83.6999999999995	0.00013567
83.7999999999995	0.000135653333333333
83.8999999999995	0.000135636666666667
83.9999999999995	0.000135606666666667
84.0999999999995	0.000135593333333333
84.1999999999995	0.000135593333333333
84.2999999999995	0.000135573333333333
84.3999999999995	0.000135533333333333
84.4999999999995	0.000135513333333333
84.5999999999995	0.00013548
84.6999999999995	0.000135453333333333
84.7999999999995	0.00013543
84.8999999999995	0.000135396666666667
84.9999999999994	0.00013538
85.0999999999994	0.000135373333333333
85.1999999999994	0.000135333333333333
85.2999999999994	0.000135316666666667
85.3999999999994	0.00013528
85.4999999999994	0.000135246666666667
85.5999999999994	0.0001352
85.6999999999994	0.00013518
85.7999999999994	0.00013516
85.8999999999994	0.000135103333333333
85.9999999999994	0.000135063333333333
86.0999999999994	0.00013501
86.1999999999994	0.000134966666666667
86.2999999999994	0.000134933333333333
86.3999999999994	0.00013487
86.4999999999994	0.000134836666666667
86.5999999999994	0.00013481
86.6999999999993	0.000134763333333333
86.7999999999993	0.00013471
