0	1.6069E-05	1.61606666666667E-05	1.6049E-05	0.00124463252224779	0.410666416
1	1.6069E-05	1.5933E-05	1.61576666666667E-05	-0.00551787084863223	0.410019060333333
2	1.6069E-05	1.6341E-05	1.59316666666667E-05	0.00854647665276824	0.409739494333333
3	1.6069E-05	1.53743333333333E-05	1.6339E-05	-0.0168025390503455	0.411180158333333
4	1.6069E-05	1.6681E-05	1.5373E-05	0.0433132117742235	0.410405854333333
0	1.6069E-05	1.66566666666667E-05	1.6665E-05	-0.0370900491629848	0.410637239666667
1	1.6069E-05	1.66046666666667E-05	1.66543333333333E-05	-0.0364262451511191	0.409208069333333
2	1.6069E-05	1.63903333333333E-05	1.6605E-05	-0.0333561515962414	0.410157154
3	1.6069E-05	1.5513E-05	1.639E-05	-0.0199763519820775	0.4107337
4	1.6069E-05	1.6655E-05	1.55136666666667E-05	0.0345592963677473	0.411456436
0	1.6069E-05	1.6637E-05	1.66366666666667E-05	-0.035326819756467	0.408417135333333
1	1.6069E-05	1.6605E-05	1.66343333333333E-05	-0.0351816126288715	0.407689412
2	1.6069E-05	1.64326666666667E-05	1.66073333333333E-05	-0.0335013587238369	0.408322245
3	1.6069E-05	1.5637E-05	1.64303333333333E-05	-0.0224863609019439	0.408114453
4	1.6069E-05	1.6614E-05	1.56353333333333E-05	0.0269877818574065	0.408645868333333
0	1.6069E-05	1.66093333333333E-05	1.66E-05	-0.0330449934656794	0.408224304333333
1	1.6069E-05	1.6604E-05	1.6609E-05	-0.0336050781006909	0.409783015666667
2	1.6069E-05	1.64696666666667E-05	1.66033333333333E-05	-0.0332524322193874	0.407042205666667
3	1.6069E-05	1.5743E-05	1.64696666666667E-05	-0.0249341381956978	0.408701082
4	1.6069E-05	1.65726666666667E-05	1.57406666666667E-05	0.0204327172402347	0.407092710333333
0	1.6069E-05	1.65796666666667E-05	1.65576666666667E-05	-0.0304105212935881	0.408748656333333
1	1.6069E-05	1.6592E-05	1.65793333333333E-05	-0.0317588731926899	0.408779899333333
2	1.6069E-05	1.64973333333333E-05	1.65916666666667E-05	-0.0325263965814096	0.406806866
3	1.6069E-05	1.5839E-05	1.64923333333333E-05	-0.0263447217209121	0.408543616666667
4	1.6069E-05	1.65206666666667E-05	1.58353333333333E-05	0.0145414566349284	0.407923499666667
